productId,sku,name,categoryId,ok,enriched,missingCount,missingIds,issueCodes,blockHints
"cmnwe5hqu07a9vs4wyec1vjwg","Y-6139","Módulo Amplificador Antena Volkswagen Jetta 2.0 2014","MLB3385","yes","3","0","","",""
"cmnwe5iix07advs4w9xhfm8rf","3006213","Pisca Alerta Direita Volkswagen Santana 1991 A 1996","MLB22735","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe5k2l07alvs4wba77kh66","3006216","Pisca Alerta Direito Ford Del Rey 1985 A 1995","MLB22735","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe5kul07apvs4wzl2jqtqh","Y-6230","Vareta Nível Óleo Motor Fiat Uno 1998","MLB193935","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe5lmm07atvs4wkage0fau","Y-6299","Engrenagem Virabrequim Polia 1.0 Vw Gol G5 2008","MLB194052","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe5oty07b9vs4weuq3ydil","Y-6360","Moldura Painel Central Marcha Gm Captiva 2009 A 2012","MLB45320","no","2","1","STEREO_STANDARD_DIMENSIONS","missing_attribute","Preencha o campo Dimensão estándar do estéreo antes de publicar."
"cmnwe5z6d07cpvs4wpjibzbbm","J-6531","Porta Copos Moldura Console Peugeot 208 2008 2014 Preto","MLB456384","no","1","2","PART_NUMBER|VEHICLE_TYPE","missing_attribute|missing_attribute","Preencha o Part Number da peça antes de publicar. || Preencha o campo Tipo de veículo antes de publicar."
"cmnwe5zy907ctvs4wjq9rjduu","Y-6361","Sensor Temperatura Gm Captiva 2009 A 2011","MLB193937","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe60q907cxvs4wg02lr39h","Y-6342","Capa Amortecedor Traseiro Volkswagen Gol G5 2008","MLB414018","no","1","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe61i507d1vs4w4r9s4ep5","Y-6413","Sensor Pressão Pneus Chevrolet Onix 2019","MLB431962","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe629n07d5vs4wa3qnfh2u","Y-6384","Botão Sensor Estacionamento Peugeot 208 2014","MLB45905","yes","3","0","","",""
"cmnwe631k07d9vs4wyvbw46a9","Y-6487","Acabamento Capa Volante Traseira Hyundai Hb20 2013","MLB456386","no","1","2","PART_NUMBER|VEHICLE_TYPE","missing_attribute|missing_attribute","Preencha o Part Number da peça antes de publicar. || Preencha o campo Tipo de veículo antes de publicar."
"cmnwe63ub07ddvs4wklt2y7my","Y-6493","Botao Desembaçador Ford Focus 2009 A 2012","MLB431784","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe64mr07dhvs4w8nfwln36","2006573","Moldura Tela Twitter Direito Peugeot 208 2014","MLB6535","yes","2","0","","",""
"cmnwe65f207dlvs4wv6rz7309","Y-6495","Moldura Botão Desembaçador Ford Focus 2009 A 2014","MLB431784","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe5na607b1vs4wv0na9khj","J-6519","Porta Luva Volkswagen Amarok 2011","MLB432462","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe5o1v07b5vs4wp8os7j4z","Y-6311","Amortecedor Tampa Traseiro Volkswagen Gol G5 2008","MLB194779","no","3","2","PART_NUMBER|AUTOMOTIVE_PLACEMENT_TYPE","missing_attribute|missing_attribute","Preencha o Part Number da peça antes de publicar. || Preencha o campo Lugar de colocação antes de publicar."
"cmnwe5ryc07bpvs4ws3xlssk5","Y-6370","Capa Correia Dentada Fiat Palio Siena 2001 A 2009","MLB47111","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe6jh007flvs4wklllq6xp","Y-6768","Triângulo Sinalização Ford Fiesta 2006","MLB270295","no","1","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwea8jm07yhvs4wy8r3zbd9","ML-MLB4409215005","Botão De Vidro Elétrico Vw Gol G3","MLB115598","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe5plr07bdvs4w6xcsyd8r","J-6479","Acabamento Inferior Volante Volkswagen Amarok 2011","MLB438953","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe5qej07bhvs4wghwejlt4","J-6578","Módulo Sensor Estacionamento Peugeot 208","MLB45905","yes","3","0","","",""
"cmnwe5r6d07blvs4w85bs1d6i","Y-6345","Botao Buzina Volkswagen Gol G2 1998","MLB459475","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe5spu07btvs4wjr1q0le9","Y-6366","Lanterna Pisca Esquerda Ford Escort 1984 A 1986 Esquerdo","MLB22735","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe5tni07bxvs4w73jt31d0","Y-6362","Moldura Central Painel Volkswagen Gol Voyage G5 2008 A 2012","MLB45320","no","2","1","STEREO_STANDARD_DIMENSIONS","missing_attribute","Preencha o campo Dimensão estándar do estéreo antes de publicar."
"cmnwe5ufj07c1vs4wm3xd2bwu","Y-6364","Módulo Central Dodge Journey 2015","MLB459296","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe5v7907c5vs4wntdwpb9t","Y-6329","Botão Buzina Volante Volkswagen Gol G5 2008","MLB459478","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe5vz907c9vs4wmxu8uct2","Y-6343","Capa Amortecedor Traseiro Volkswagen Gol G5 2008","MLB414018","no","1","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe5wr907cdvs4wz7pa6qz3","J-6541","Tampa Motor Peugeot 208 2013","MLB456316","no","1","2","PART_NUMBER|VEHICLE_TYPE","missing_attribute|missing_attribute","Preencha o Part Number da peça antes de publicar. || Preencha o campo Tipo de veículo antes de publicar."
"cmnwe5xix07chvs4whiv6rapj","Y-6334","Amortecedor Tampa Traseira Volkswagen Gol G5 2008","MLB194779","no","3","2","PART_NUMBER|AUTOMOTIVE_PLACEMENT_TYPE","missing_attribute|missing_attribute","Preencha o Part Number da peça antes de publicar. || Preencha o campo Lugar de colocação antes de publicar."
"cmnwe5yan07clvs4wb1c2qp1p","Y-6340","Pescador Óleo Motor Volkswagen Gol G5 1.0 2008","MLB194701","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe6k9g07fpvs4w2p6ildsl","Y-6797","Maçaneta Emblema Tampa Traseira Volkswagen Fox Gol 15 A 21","MLB22714","no","3","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe6l1i07ftvs4wi12k88rm","J-6754","Quebra Sol Direito Chevrolet Corsa Classic","MLB456395","no","1","2","PART_NUMBER|VEHICLE_TYPE","missing_attribute|missing_attribute","Preencha o Part Number da peça antes de publicar. || Preencha o campo Tipo de veículo antes de publicar."
"cmnwe666z07dpvs4wgrho91mv","Y-6481","Interruptor Sensor Luz Freio Vw Fox Gol G3 G4","MLB191705","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe66yx07dtvs4weu1ibpn6","Y-6442","Módulo Ford Ecosport 2005 5wk43445","MLB271367","yes","3","0","","",""
"cmnwe67qt07dxvs4w8urujaec","Y-6473","Botão Retrovisor Elétrico Honda Civic 2007 A 2011","MLB115601","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe68iu07e1vs4wksv2s17r","Y-6577","Vela Aquecedora Ford Ka 1.5 4cc 2018","MLB191083","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe69aj07e5vs4wk2o5g1vh","Y-6589","Buzina Caracol Peugeot 208 2014","MLB2221","no","2","2","PART_NUMBER|MOUNT_TYPE","missing_attribute|missing_attribute","Preencha o Part Number da peça antes de publicar. || Preencha o campo Tipo de montagem antes de publicar."
"cmnwe6a2d07e9vs4wvqeipmgo","Y-6576","Vela Aquecedora Ford Ka 1.5 4cc 2018","MLB191083","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe6aye07edvs4w5pbkjgej","Y-6535","Emblema Mitsubishi L200 2009 A 2016","MLB22714","no","3","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe6bq607ehvs4wtoxy5jab","Y-6578","Vela Aquecedora Ford Ka 1.5 4cc 2018","MLB191083","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe6chs07elvs4wugqhqt4r","Y-6579","Vela Aquecedora Ford Ka 1.5 4cc 2018","MLB191083","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe6d9y07epvs4w94s4d1f4","Y-6645","Tampa Tampa Válvula Ford Fiesta 1.6 Zetec Rocam","MLB63712","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe6e1v07etvs4whcgxipyh","J-6631","Virabrequim Ford Fiesta 1.6 2006","MLB47104","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe6etw07exvs4wiigkcc2a","Y-6617","Mola Traseira Ford Fiesta Sedan 2006","MLB193530","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe6flk07f1vs4wkb1hat7l","Y-6616","Coletor Escape Ford Fiesta 1.6 2006","MLB63735","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe6gdj07f5vs4wja6dtla0","Y-6722","Porta Luvas Peugeot 208 2014","MLB432462","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe6h5n07f9vs4woeh52fja","J-6653","Alavanca Marcha Fiat Palio Seina","MLB2235","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe6hxj07fdvs4wcbj5qddg","J-6664","Polia Bomba Dagua 1.6 Ecospo Ford Fiesta Ka 2000","MLB277569","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe6ipa07fhvs4wwcvxf0u0","J-6686","Acabamento Painel Lateral Direito Ford Fiesta 2006","MLB458634","no","2","2","PART_NUMBER|MATERIAL","missing_attribute|missing_attribute","Preencha o Part Number da peça antes de publicar. || Preencha o campo Material antes de publicar."
"cmnwegwq108w9vs4wniqt9qfh","22226","Braço Limpador Traseiro Argo Cronos 2017 A 2022","MLB432952","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwegxiu08wdvs4w0xv963db","22257","Amortecedor Tampa Traseira Tiggo 5x 2020 A 2022","MLB194779","no","3","2","PART_NUMBER|AUTOMOTIVE_PLACEMENT_TYPE","missing_attribute|missing_attribute","Preencha o Part Number da peça antes de publicar. || Preencha o campo Lugar de colocação antes de publicar."
"cmnweh1ip08wxvs4wi43cji02","22503","Suporte Turbina Chevrolet Cruze 2019 39131954","MLB47113","yes","3","0","","",""
"cmnweh2ak08x1vs4wact90wf7","22520","Suporte Motor Volkswagen Jetta 2.5 2007 2008 2011","MLB440354","no","3","1","IS_FACTORY_KIT","missing_attribute","Preencha o campo É kit de fábrica antes de publicar."
"cmnweh3ul08x9vs4wk04958xr","22517","Válvula Solenoide Partida Frio Chevrolet Vectra 2006","MLB430961","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnweaozg080tvs4w1qtdgwic","ML-MLB4410171599","Comando Vidro Elétrico Dianteiro Direito Gm Onix 2013 2014","MLB115598","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe6nid07g5vs4w4p0lpkq5","3006802","Limitador Porta Dianteiro Esquerdo Vw Gol Voyage G5","MLB439679","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe6oai07g9vs4w4uunne5z","Y-6818","Buzina Ford Fiesta 2006","MLB2221","no","2","2","PART_NUMBER|MOUNT_TYPE","missing_attribute|missing_attribute","Preencha o Part Number da peça antes de publicar. || Preencha o campo Tipo de montagem antes de publicar."
"cmnwe6p2f07gdvs4w9bajxo3l","J-6737","Tampa Válvula Chevrolet Corsa Classic 1.0 2006","MLB63712","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwegg9g08txvs4wzvqt3gex","22117","Defletor Turbina Chevrolet Cruze 1.4 2017","MLB455486","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe6s5q07gtvs4w1olmrkuq","J-6793","Quebra Sol Direito Chevrolet Corsa Classic 2006","MLB456395","no","1","2","PART_NUMBER|VEHICLE_TYPE","missing_attribute|missing_attribute","Preencha o Part Number da peça antes de publicar. || Preencha o campo Tipo de veículo antes de publicar."
"cmnwe6sx807gxvs4wgco7zyku","Y-6865","Emblema Dianteiro Chevrolet Corsa 2006","MLB22714","no","3","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe6toz07h1vs4wik716n17","J-6777","Cabo Embreagem Chevrolet Corsa Clássic 1.0","MLB373466","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe6xke07hlvs4wat6gne5w","2006867","Quebra Sol Esquerdo Peugeot 206","MLB277952","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe6yg507hpvs4w4403qg1x","J-6874","Coletor Escapamento Chevrolet Corsa Clássic 1.0","MLB63735","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe6z8507htvs4w1cfvgaza","Y-6891","Calota Central Volkswagen Golf 1999 ","MLB22664","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe6zzx07hxvs4whbgdxivx","J-6833","Cabo Alavanca Marcha Volkswagen Voyage 1.6 2011","MLB194742","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe72av07i9vs4w56zj0o8l","J-6941","Porta Luva Peugeot 206 2007","MLB432462","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe732m07idvs4wm9k6guxp","Y-7001","Cinzeiro Console Peugeot 206 2007","MLB22685","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe73ug07ihvs4w0fb19rzm","Y-7066","Ventoinha Defletor Radiador Fiat Palio Siena 2006 A 2012","MLB194796","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe6v9307h9vs4w1302uxt6","J-6780","Alavanca Marcha Peugeot 208 2013","MLB456603","no","1","2","PART_NUMBER|VEHICLE_TYPE","missing_attribute|missing_attribute","Preencha o Part Number da peça antes de publicar. || Preencha o campo Tipo de veículo antes de publicar."
"cmnwe6w0t07hdvs4wivswoh2g","J-6788","Chave Ignição Chevrolet Corsa Classic","MLB242158","no","1","2","PART_NUMBER|VEHICLE_TYPE","missing_attribute|missing_attribute","Preencha o Part Number da peça antes de publicar. || Preencha o campo Tipo de veículo antes de publicar."
"cmnwe6wsi07hhvs4wxoy6ef6b","2006840","Interruptor Pedal Peugeot 206","MLB191705","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe70rk07i1vs4wm3q48db6","2006824","Fechadura Elétrico Traseiro Esquerdo G6 Vw Gol","MLB458620","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe71jb07i5vs4wvm3nedip","Y-7007","Suporte Extintor Peugeot 206 2007","MLB179794","no","2","2","FIRE_EXTINGUISHER_TYPE|EXTINGUISHING_AGENT","missing_attribute|missing_attribute","Preencha o campo Tipo de extintor antes de publicar. || Preencha o campo Agente extintor antes de publicar."
"cmnwe75dz07ipvs4w1p6g95yg","3007085","Tapete Borracha Porta Objetos Fiat Strada 2022","MLB2219","no","2","2","PART_NUMBER|MATERIAL","missing_attribute|missing_attribute","Preencha o Part Number da peça antes de publicar. || Preencha o campo Material antes de publicar."
"cmnwe765w07itvs4wvt0w65kq","J-6964","Engrenagem Virabrequim Peugeot 1.4 206","MLB194052","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe74mc07ilvs4wcffv93fr","J-7006","Suporte Compressor Ar 1.4 Cit Peugeot C3 206 207 ","MLB116536","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe78gu07j5vs4wr2iv8zh9","J-7009","Módulo Central Fiat Strada 2020","MLB271367","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe798o07j9vs4wnsx9k40r","Y-7035","Amortecedor Porta Malas Peugeot 206 2007","MLB194779","no","3","2","PART_NUMBER|AUTOMOTIVE_PLACEMENT_TYPE","missing_attribute|missing_attribute","Preencha o Part Number da peça antes de publicar. || Preencha o campo Lugar de colocação antes de publicar."
"cmnwe7a0f07jdvs4whki4c6c2","J-7049","Bomba Água Peugeot 208 1.6","MLB47091","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe7aw707jhvs4wfewdg5l6","3007146","Fechadura Dianteiro Direito Gm Corsa Classic 2012","MLB458620","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe7bnw07jlvs4ws1vsgsm7","Y-7121","Válvula Solenóide Peugeot 208 1.6 2014","MLB277922","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe7cfv07jpvs4wt694gzll","Y-7116","Sensor Detonação 1.6 Peugeot 208 2014","MLB192761","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe7d7d07jtvs4wnozyjwbu","J-7045","Engrenagem Virabrequim Polia 1.6 Peugeot 208 2008 2022","MLB194052","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe7dyy07jxvs4wgn30iwn3","J-7064","Sensor Óleo Peugeot 208 1.6","MLB193936","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe7eqm07k1vs4wtsv5ab6t","J-6909","Cilindro Mestre Reservatório Freio Gm Vectra Gt","MLB47088","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe7fie07k5vs4w9jri5rxs","J-6983","Semi Eixo Direito Peugeot 206 1.4 2007","MLB194816","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe76xn07ixvs4wryhptrl2","2007007","Módulo Central Citroen 1.6 16v","MLB271367","no","1","2","PART_NUMBER|MODEL","missing_attribute|missing_attribute","Preencha o Part Number da peça antes de publicar. || Preencha o modelo do veículo antes de publicar."
"cmnwe77pb07j1vs4weo3q41l1","Y-7028","Sensor Abs Dianteiro Chevrolet Cruze 2017 A 2021","MLB191707","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe7r5t07ltvs4w08sl0psu","O3","Hidrovacuo Servo Freio Gm Classic Corsa 2000","MLB191703","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe7u8q07m9vs4wh02vo7po","90014","Abs Dianteiro Esquerdo Chevrolet Onix 2014","MLB439262","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe7v0e07mdvs4w0lk9fgdu","V45-26","Eixo Traseiro Volkswagen Gol G4 2007","MLB437963","no","1","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe7vs707mhvs4w46f3obkb","R93","Tampa Lateral Motor Bomba Fiat Mobi 2021 A 2022","MLB456316","no","1","2","PART_NUMBER|VEHICLE_TYPE","missing_attribute|missing_attribute","Preencha o Part Number da peça antes de publicar. || Preencha o campo Tipo de veículo antes de publicar."
"cmnwe7wk107mlvs4wtj5vb9lw","60084","Modulo Bcm Conforto 1.6 Nissan Versa 2014","MLB271367","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe7xbz07mpvs4wpguhh79t","V45-60","Amortecedor Traseiro Volkswagen Gol G4 2007","MLB22709","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe7y3q07mtvs4w4t5xvhf6","V45-64","Ventoinha Radiador Volkswagen Gol G4 2007","MLB194796","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe822807ndvs4wakadug90","V45-99","Emblema Grade Dianteiro Volkswagen Gol G4 2007","MLB22714","no","3","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe82u107nhvs4wyct9ltco","Y-7231","Sensor Detonação Chevrolet Celta 1.0 8v 2003","MLB192761","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe83lk07nlvs4wer40vsjg","Y-7261","Batente Amortecedor Dianteiro Vw Gol 2014","MLB193623","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe7g9x07k9vs4wlsvn95ov","3007034","Máquina Vidro Dianteira Direita Fiat Palio 2007 A 2010","MLB116479","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe7h1l07kdvs4wv3mawsdf","J-6969","Tensor Correia Alternador Peugeot 206 2007","MLB193151","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe7hta07khvs4wda8q3wxp","Y-7032","Acendedor Cigarro Peugeot 206 2007","MLB439544","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe7il307klvs4wg6ph3v7g","Y-7048","Interruptor Pedal Freio Peugeot 206 2007","MLB191705","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe7jcp07kpvs4woa9smyqu","J-6968","Sensor Detonação Citroen Peugeot C3 206 207 307","MLB192761","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe7k4g07ktvs4wh4r1k7o6","J-6945","Semi Eixo Esquerdo Peugeot 1.4 206","MLB194816","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe7kw507kxvs4wlovaaopz","J-7098","Porta Luva Peugeot 206","MLB432462","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe7lny07l1vs4wobvyjm0o","3007190","Fechadura Porta Esquerda Fiat Uno 1998","MLB194431","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe7mfp07l5vs4wv89dfm71","J-7057","Coletor Escape 1.6 Citroen Peugeot 208 2019","MLB260671","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe7nbb07l9vs4wj5lje9h5","Y-7185","Engrenagem Polia Virabrequim Fiat Mobi Palio Uno 1.0 2009","MLB194052","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe7o2y07ldvs4wmulocxhp","J-7028","Ventoinha Radiador Fiat Uno 2002","MLB194796","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe7oum07lhvs4wxsxkimr8","3007195","Fechadura Porta Traseira Direita Fiat Uno 2002","MLB458620","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe7pmk07llvs4w16ai5fld","3007186","Pisca Alerta Ford Del Rey 1985 A 1995","MLB22735","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe7qe507lpvs4w2e761vh5","Y-7192","Buzina Caracol Fiat Uno 2002","MLB2221","no","2","2","PART_NUMBER|MOUNT_TYPE","missing_attribute|missing_attribute","Preencha o Part Number da peça antes de publicar. || Preencha o campo Tipo de montagem antes de publicar."
"cmnwe7rxp07lxvs4w6cs3a271","O2","Cabo Embreagem Peugeot 206 1.4","MLB373466","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe7spd07m1vs4wuqt7w53x","O31","Coletor Escape 1.4 16v Citroen Peugeot C3 206 2008","MLB260671","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe7th407m5vs4wtx9kr6fp","Y-2039","Caixa Direção Hidráulica Volkswagen Gol G5 G6 G7 2018","MLB193420","no","2","2","PART_NUMBER|RACK_AND_PINION_TYPE","missing_attribute|missing_attribute","Preencha o Part Number da peça antes de publicar. || Preencha o campo Tipo de caixa de direção antes de publicar."
"cmnwe7yve07mxvs4wl3dxvx55","5004515","Moldura Interna Retrovisor Esquerda Vw Gol G4 2007 Preto","MLB458699","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe7zr007n1vs4wwn8qw3zu","V45-31","Quebra Sol Direito Volkswagen Gol G4 2007","MLB456395","no","1","2","PART_NUMBER|VEHICLE_TYPE","missing_attribute|missing_attribute","Preencha o Part Number da peça antes de publicar. || Preencha o campo Tipo de veículo antes de publicar."
"cmnwe80ir07n5vs4wgx5qe3kj","V45-106","Interruptor Luz Freio Fiat Palio 2007","MLB191705","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe81ag07n9vs4w5ts6dejp","Y-7272","Módulo Airbag Ford Ecosport Fiesta 2002 A 2014","MLB194203","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe89qt07ohvs4wzsfe5zun","3007327","Fechadura Traseira Esquerda Volkswagen Gol 2008 A 2014","MLB458620","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe8cxg07oxvs4wb24xnng5","3007369","Fechadura Dianteiro Direito Gm Onix 2016 A 2019","MLB458620","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe8dow07p1vs4wivu48ffs","3007363","Fechadura Manual Traseira Direita Vw Gol G5 G6 2008 A 2016","MLB458620","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe8egq07p5vs4wb7uu09yv","Y-7372","Cinzeiro Volvo V40 2013","MLB22685","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe84d807npvs4wb62ubvs8","Y-7258","Batente Amortecedor Dianteiro Vw Gol 2014","MLB193623","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe855207ntvs4wentpaos6","Y-7250","Alavanca Câmbio Chevrolet Celta 2003","MLB2235","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
"cmnwe85wr07nxvs4wwsbgdxnf","Y-7300","Cinzeiro Porta Traseira Direita Fiat Palio 2001","MLB22685","no","2","1","PART_NUMBER","missing_attribute","Preencha o Part Number da peça antes de publicar."
