itemId,account,category,strategy,catalogProductId,tierH,tierW,tierL,tierWg,catH,catW,catL,catWg,h,w,l,weightG,source,skipReason,title,status
"MLB3829180625","JOTABÊ AUTOPEÇAS","MLB191713","push-tier","","10","10","50","800","","","","","10","10","50","800","cat:MLB191713->SMALL_LONG","","Guia Vidro Dianteiro Esquerdo Fiat Palio Seina ","ok"
"MLB3829185677","JOTABÊ AUTOPEÇAS","MLB194429","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB194429->SMALL","Erro ao atualizar item: Request failed with status code 429","Miolo Fechadura Tampa Traseira Ford Ka ","error"
"MLB3829152997","JOTABÊ AUTOPEÇAS","MLB194790","push-tier","","30","70","100","18000","","","","","30","70","100","18000","kw:XXLARGE","Erro ao atualizar item: Request failed with status code 429","Tampa Traseira Porta Malas Gol G2 Bola 96 A 1998  Azul","error"
"MLB3829405195","JOTABÊ AUTOPEÇAS","MLB63736","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63736->MEDIUM_FLAT","Erro ao atualizar item: Request failed with status code 429","Grade Parachoque Radiador Gol Saveiro 09 Á 13 5u0853655","error"
"MLB5026842498","JOTABÊ AUTOPEÇAS","MLB101765","push-tier","","30","70","100","18000","","","","","30","70","100","18000","cat:MLB101765->XXLARGE","Erro ao atualizar item: Request failed with status code 429","Tampa Traseira Volkswagen Fox","error"
"MLB5023981192","JOTABÊ AUTOPEÇAS","MLB101765","push-tier","","30","70","100","18000","","","","","30","70","100","18000","cat:MLB101765->XXLARGE","Erro ao atualizar item: Request failed with status code 429","Tampa Traseira Fiat Palio Bolha Zoião 2007 Branco","error"
"MLB5023376250","JOTABÊ AUTOPEÇAS","MLB7863","push-tier","","30","40","50","5000","","","","","30","40","50","5000","cat:MLB7863->LARGE","Erro ao atualizar item: Request failed with status code 429","Farol Direito Palio Siena Zoião 2004 A 2016 Máscara Negra Direito","error"
"MLB3829205171","JOTABÊ AUTOPEÇAS","MLB101765","push-tier","","30","70","100","18000","","","","","30","70","100","18000","cat:MLB101765->XXLARGE","","Tampa Traseira Golf Sapão 1998 2006","ok"
"MLB5024008420","JOTABÊ AUTOPEÇAS","MLB101765","push-tier","","30","70","100","18000","","","","","30","70","100","18000","cat:MLB101765->XXLARGE","","Tampa Traseira Ford Ka Hatch 2014 A 2022 Branco","ok"
"MLB5024002514","JOTABÊ AUTOPEÇAS","MLB194429","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB194429->SMALL","Erro ao atualizar item: Request failed with status code 429","Fechadura Tampa Traseira Fiat Uno Vivace","error"
"MLB3829221689","JOTABÊ AUTOPEÇAS","MLB101765","push-tier","","30","70","100","18000","","","","","30","70","100","18000","cat:MLB101765->XXLARGE","Erro ao atualizar item: Request failed with status code 429","Tampa Traseira Volkswagen Gol G3","error"
"MLB3830827565","JOTABÊ AUTOPEÇAS","MLB101765","push-tier","","30","70","100","18000","","","","","30","70","100","18000","cat:MLB101765->XXLARGE","Erro ao atualizar item: Request failed with status code 429","Tampa Traseira Ford Ka 97 A 2003","error"
"MLB3829086031","JOTABÊ AUTOPEÇAS","MLB63846","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB63846->SMALL","","Retrovisor Direito Manual Gol Voyage G6 5u1857502","ok"
"MLB3829373517","JOTABÊ AUTOPEÇAS","MLB194773","push-tier","","30","50","80","12000","","","","","30","50","80","12000","kw:XLARGE","","Guia Para-choque Traseiro Volkswagen Gol G5","ok"
"MLB5028923428","JOTABÊ AUTOPEÇAS","MLB63512","push-tier","","25","25","25","2000","","","","","25","25","25","2000","cat:MLB63512->MEDIUM","Erro ao atualizar item: Request failed with status code 429","Motor Limpador Traseiro Ford Ka 2007","error"
"MLB5026403526","JOTABÊ AUTOPEÇAS","MLB101765","push-tier","","30","70","100","18000","","","","","30","70","100","18000","cat:MLB101765->XXLARGE","Erro ao atualizar item: Request failed with status code 429","Tampa Traseira Porta Malas Vw Polo Hatch 2003 A 2012 Prata","error"
"MLB3830367379","JOTABÊ AUTOPEÇAS","MLB101765","push-tier","","30","70","100","18000","","","","","30","70","100","18000","cat:MLB101765->XXLARGE","","Tampa Traseira Porta Malas Citroen C3 2003 A 2012 ","ok"
"MLB5029011010","JOTABÊ AUTOPEÇAS","MLB116012","push-tier","","15","15","15","600","","","","","15","15","15","600","fallback:SMALL","","Volante Direção Tiggo2 2018 A 2022","ok"
"MLB5025899054","JOTABÊ AUTOPEÇAS","MLB101763","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101763->XLARGE","","Porta Dianteira Direita Volkswagen Gol G5 Recuperado Dianteira Direito Preto","ok"
"MLB5031546314","JOTABÊ AUTOPEÇAS","MLB194800","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB194800->SMALL","","Limitador Porta Dianteira Volkswagen Gol G5","ok"
"MLB3830867625","JOTABÊ AUTOPEÇAS","MLB194431","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB194431->SMALL","","Fechadura Elétrica Traseira Direita Palio Siena 2006 A 2019","ok"
"MLB3833406761","JOTABÊ AUTOPEÇAS","MLB194800","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB194800->SMALL","","Limitador Porta Dianteira Volkswagen Gol G5","ok"
"MLB3830311067","JOTABÊ AUTOPEÇAS","MLB191717","push-tier","","10","10","50","800","","","","","10","10","50","800","cat:MLB191717->SMALL_LONG","Erro ao atualizar item: Request failed with status code 429","Borracha Porta Volkswagen Gol G5 G6","error"
"MLB5026368222","JOTABÊ AUTOPEÇAS","MLB22645","push-tier","","30","40","50","5000","","","","","30","40","50","5000","cat:MLB22645->LARGE","","Circuito Lanterna Traseira Lado Direito Volkswagen Gol G5 Direito Vermelho","ok"
"MLB5031822068","JOTABÊ AUTOPEÇAS","MLB191716","push-tier","","15","15","15","600","","","","","15","15","15","600","kw:SMALL","","Capa Retrovisor Fiat Uno Vivace ","ok"
"MLB3830940535","JOTABÊ AUTOPEÇAS","MLB101765","push-tier","","30","70","100","18000","","","","","30","70","100","18000","cat:MLB101765->XXLARGE","","Tamos Traseira Citroen C4","ok"
"MLB5026399380","JOTABÊ AUTOPEÇAS","MLB194429","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB194429->SMALL","","Cilindro Tampa Traseira Chevrolet Corsa 98","ok"
"MLB3830836131","JOTABÊ AUTOPEÇAS","MLB101765","push-tier","","30","70","100","18000","","","","","30","70","100","18000","cat:MLB101765->XXLARGE","Erro ao atualizar item: Request failed with status code 429","Tampa Traseira Gol G3 Preto","error"
"MLB3833331873","JOTABÊ AUTOPEÇAS","MLB194800","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB194800->SMALL","","Limitador Porta Dianteira Volkswagen Gol G5","ok"
"MLB5029217356","JOTABÊ AUTOPEÇAS","MLB191715","push-tier","","25","25","25","2000","","","","","25","25","25","2000","cat:MLB191715->MEDIUM","Erro ao atualizar item: Request failed with status code 429","Máquina Vidro Dianteiro Esquerdo Fiat Uno Pitibull","error"
"MLB3830140373","JOTABÊ AUTOPEÇAS","MLB194704","push-tier","","30","40","50","5000","","","","","30","40","50","5000","kw:LARGE","Erro ao atualizar item: Request failed with status code 429","Moldura Farol Milha Esquerda Volkswagen Gol G5 Esquerdo","error"
"MLB3835377091","JOTABÊ AUTOPEÇAS","MLB428984","push-tier","","10","10","10","300","","","","","10","10","10","300","cat:MLB428984->TINY","Erro ao atualizar item: Request failed with status code 429","Manivela Vidro Esquerdo Ford Fiesta ","error"
"MLB3833321853","JOTABÊ AUTOPEÇAS","MLB194800","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB194800->SMALL","Erro ao atualizar item: Request failed with status code 429","Limitador Porta Dianteira Volkswagen Gol G5","error"
"MLB3830867839","JOTABÊ AUTOPEÇAS","MLB101765","push-tier","","30","70","100","18000","","","","","30","70","100","18000","cat:MLB101765->XXLARGE","","Tampa Traseira Volkswagen Gol G3","ok"
"MLB3830271277","JOTABÊ AUTOPEÇAS","MLB428983","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB428983->SMALL","","Maçaneta Externa Dianteira Esquerda Volkswagen Gol Bola","ok"
"MLB3837110711","JOTABÊ AUTOPEÇAS","MLB194429","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB194429->SMALL","Erro ao atualizar item: Request failed with status code 429","Fechadura Tampa Traseira Hyundai Hb20 2018","error"
"MLB3835309079","JOTABÊ AUTOPEÇAS","MLB191715","push-tier","","25","25","25","2000","","","","","25","25","25","2000","cat:MLB191715->MEDIUM","","Máquina Vidro Esquerda Fiat Uno 2008 2 Portas","ok"
"MLB3834209661","JOTABÊ AUTOPEÇAS","MLB431271","push-tier","","30","50","80","12000","","","","","30","50","80","12000","kw:XLARGE","","Acabamento Forro Porta Tras Esq Fiat Argo 2020 100240131","ok"
"MLB3833255417","JOTABÊ AUTOPEÇAS","MLB7863","push-tier","","30","40","50","5000","","","","","30","40","50","5000","cat:MLB7863->LARGE","","Farol Esquerdo Fiat Uno  Esquerdo","ok"
"MLB3833307765","JOTABÊ AUTOPEÇAS","MLB194800","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB194800->SMALL","","Limitador Porta Dianteira Volkswagen Gol G5","ok"
"MLB3833219977","JOTABÊ AUTOPEÇAS","MLB63846","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB63846->SMALL","Erro ao atualizar item: Request failed with status code 429","Retrovisor Elétrico Direito Ford Ranger 2004 A 2009","error"
"MLB3833238945","JOTABÊ AUTOPEÇAS","MLB191714","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB191714->SMALL","","Máquina Vidro Dianteira Direita Onix Prisma 2013 A 2020","ok"
"MLB5039331952","JOTABÊ AUTOPEÇAS","MLB194800","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB194800->SMALL","","Limitador Porta Dianteira Direita Fiat Argo 080383","ok"
"MLB5039209040","JOTABÊ AUTOPEÇAS","MLB194739","push-tier","","15","15","15","600","","","","","15","15","15","600","fallback:SMALL","Erro ao atualizar item: Request failed with status code 429","Acabamento Painel Fiat Punto 2013","error"
"MLB5039014104","JOTABÊ AUTOPEÇAS","MLB194800","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB194800->SMALL","","Limitaror Porta Dianteira Ford Ka 2014 A 2019 ","ok"
"MLB5034409904","JOTABÊ AUTOPEÇAS","MLB193399","push-tier","","15","15","15","600","","","","","15","15","15","600","fallback:SMALL","","Radiador Completo Ford Ka 2014 A 2018 Manual","ok"
"MLB5039117844","JOTABÊ AUTOPEÇAS","MLB194775","push-tier","","15","15","15","600","","","","","15","15","15","600","fallback:SMALL","","Iimitador Dobradiça Dianteiro Chevrolet Onix","ok"
"MLB3833013295","JOTABÊ AUTOPEÇAS","MLB193571","push-tier","","15","15","15","600","","","","","15","15","15","600","fallback:SMALL","","Barra Estabilizadora Dianteira Palio 2003 A 2015","ok"
"MLB5039238834","JOTABÊ AUTOPEÇAS","MLB428983","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB428983->SMALL","","Maçaneta Interna Dianteira Direita Fiat Uno","ok"
"MLB3834491843","JOTABÊ AUTOPEÇAS","MLB428984","push-tier","","10","10","10","300","","","","","10","10","10","300","cat:MLB428984->TINY","","Manivela Vidro Traseiro Direito Fiat Idea","ok"
"MLB5038359458","JOTABÊ AUTOPEÇAS","MLB194800","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB194800->SMALL","","Limitador Dobradiça Porta Dianteira Ford Fiesta 2010","ok"
"MLB5039067106","JOTABÊ AUTOPEÇAS","MLB194800","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB194800->SMALL","","Limitador Dobradiça Porta Dianteira Chevrolet Onix ","ok"
"MLB5038437952","JOTABÊ AUTOPEÇAS","MLB194800","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB194800->SMALL","Erro ao atualizar item: Request failed with status code 429","Limitador Dobradiça Porta Dianteira Ford Fiesta 2010","error"
"MLB5048800594","JOTABÊ AUTOPEÇAS","MLB63687","push-tier","","10","10","50","800","","","","","10","10","50","800","cat:MLB63687->SMALL_LONG","","Acabamento Coluna Central Esquerda Ecosport 2007 A 2012","ok"
"MLB5041258776","JOTABÊ AUTOPEÇAS","MLB194777","push-tier","","30","70","100","18000","","","","","30","70","100","18000","kw:XXLARGE","Erro ao atualizar item: Request failed with status code 429","Braço Capo Direito Fiat Palio Novo ","error"
"MLB5046590546","JOTABÊ AUTOPEÇAS","MLB191714","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB191714->SMALL","","Maquina Vidro Elétrica Dianteira Direita Fiat Linea Punto ","ok"
"MLB5041935908","JOTABÊ AUTOPEÇAS","MLB115598","push-tier","","10","10","10","300","","","","","10","10","10","300","cat:MLB115598->TINY","","Botão Vidro Elétrico Volkswagen Gol G5","ok"
"MLB3841376535","JOTABÊ AUTOPEÇAS","MLB456265","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB456265->MEDIUM_FLAT","Erro ao atualizar item: Request failed with status code 429","Moldura Ar Central Volkswagen Gol G5","error"
"MLB5042114944","JOTABÊ AUTOPEÇAS","MLB194796","push-tier","","15","15","15","600","","","","","15","15","15","600","fallback:SMALL","","Ventoinha Defletor Punto 2007 A 2017 ","ok"
"MLB5043914890","JOTABÊ AUTOPEÇAS","MLB46659","push-tier","","30","40","50","5000","","","","","30","40","50","5000","kw:LARGE","Erro ao atualizar item: Request failed with status code 429","Farol Milha Auxiliar Gol Voyage Saveiro G5 Polo Fox ","error"
"MLB3836800103","JOTABÊ AUTOPEÇAS","MLB194800","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB194800->SMALL","Erro ao atualizar item: Request failed with status code 429","Limitador Dobradiça Porta Dianteira Ford Fiesta 2010","error"
"MLB3836805589","JOTABÊ AUTOPEÇAS","MLB194800","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB194800->SMALL","","Limitador Dobradiça Porta Dianteira Ford Fiesta 2010","ok"
"MLB3836804217","JOTABÊ AUTOPEÇAS","MLB194800","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB194800->SMALL","","Limitador Dobradiça Porta Dianteira Ford Fiesta 2010","ok"
"MLB3836804877","JOTABÊ AUTOPEÇAS","MLB194800","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB194800->SMALL","","Limitador Dobradiça Porta Dianteira Ford Fiesta 2010","ok"
"MLB3838004659","JOTABÊ AUTOPEÇAS","MLB194429","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB194429->SMALL","Erro ao atualizar item: Request failed with status code 429","Acabamento Tampa Traseira Clio Hatch 2003 A 2012 ","error"
"MLB3836829355","JOTABÊ AUTOPEÇAS","MLB194800","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB194800->SMALL","","Limitador Dobradiça Porta Dianteira Ford Fiesta 2010","ok"
"MLB5041869494","JOTABÊ AUTOPEÇAS","MLB428984","push-tier","","10","10","10","300","","","","","10","10","10","300","cat:MLB428984->TINY","Erro ao atualizar item: Request failed with status code 429","Manivela Vidro Ford Ka Fiesta Ecosport ","error"
"MLB3839667823","JOTABÊ AUTOPEÇAS","MLB194800","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB194800->SMALL","Erro ao atualizar item: Request failed with status code 429","Limitador Porta Dianteira Palio Siena ","error"
"MLB3836831891","JOTABÊ AUTOPEÇAS","MLB194800","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB194800->SMALL","Erro ao atualizar item: Request failed with status code 429","Limitador Dobradiça Porta Dianteira Ford Fiesta 2010","error"
"MLB3843228939","JOTABÊ AUTOPEÇAS","MLB192566","push-tier","","10","10","10","300","","","","","10","10","10","300","cat:MLB192566->TINY","Erro ao atualizar item: Request failed with status code 429","Bico Injetor Fiat Palio Siena Uno Fire 1.0","error"
"MLB5048924968","JOTABÊ AUTOPEÇAS","MLB22735","push-tier","","30","40","50","5000","","","","","30","40","50","5000","kw:LARGE","Erro ao atualizar item: Request failed with status code 429","Seta Farol Esquerdo Volkswagen Gol Quadrado Paralelo Esquerdo","error"
"MLB5048795740","JOTABÊ AUTOPEÇAS","MLB63687","push-tier","","10","10","50","800","","","","","10","10","50","800","cat:MLB63687->SMALL_LONG","Erro ao atualizar item: Request failed with status code 429","Acabamento Coluna Central Direita Ecosport 2007 A 2012 ","error"
"MLB3836801713","JOTABÊ AUTOPEÇAS","MLB194800","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB194800->SMALL","","Limitador Dobradiça Porta Dianteira Ford Fiesta 2010","ok"
"MLB3843219633","JOTABÊ AUTOPEÇAS","MLB63583","push-tier","","10","10","50","800","","","","","10","10","50","800","cat:MLB63583->SMALL_LONG","","Braço Limpador Esquerdo Parabrisa Fiat Palio  - Esquerdo Esquerdo","ok"
"MLB3843378533","JOTABÊ AUTOPEÇAS","MLB63687","push-tier","","10","10","50","800","","","","","10","10","50","800","cat:MLB63687->SMALL_LONG","","Acabamento Coluna Traseira Esquerda Punto 735417785","ok"
"MLB5049999366","JOTABÊ AUTOPEÇAS","MLB63687","push-tier","","10","10","50","800","","","","","10","10","50","800","cat:MLB63687->SMALL_LONG","Erro ao atualizar item: Request failed with status code 429","Acabamento Coluna Direito Ford Ecosport ","error"
"MLB5049998610","JOTABÊ AUTOPEÇAS","MLB63687","push-tier","","10","10","50","800","","","","","10","10","50","800","cat:MLB63687->SMALL_LONG","Erro ao atualizar item: Request failed with status code 429","Acabamento Coluna Central Esquerdo Ford Ecosport ","error"
"MLB3843341131","JOTABÊ AUTOPEÇAS","MLB438074","push-tier","","10","10","50","800","","","","","10","10","50","800","kw:SMALL_LONG","","Moldura Direção Ford Ecosport ","ok"
"MLB5049864486","JOTABÊ AUTOPEÇAS","MLB438074","push-tier","","15","15","15","600","","","","","15","15","15","600","fallback:SMALL","","Acabamento Lateral Direita Ford Ecosport ","ok"
"MLB5049868154","JOTABÊ AUTOPEÇAS","MLB63687","push-tier","","10","10","50","800","","","","","10","10","50","800","cat:MLB63687->SMALL_LONG","Erro ao atualizar item: Request failed with status code 429","Acabamento Coluna Parabrisa Esquerdo Fiat Punto ","error"
"MLB3843377385","JOTABÊ AUTOPEÇAS","MLB412413","push-tier","","15","15","15","600","","","","","15","15","15","600","fallback:SMALL","Erro ao atualizar item: Request failed with status code 429","Acabamento Superior Painel Instrumentos Punto 735485890","error"
"MLB5049869746","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","Erro ao atualizar item: Request failed with status code 429","Moldura Velocímetro Ford Ecosport ","error"
"MLB3843259081","JOTABÊ AUTOPEÇAS","MLB63583","push-with-catalog-floor","MLB64834511","10","10","50","800","","","59","","10","10","59","800","cat:MLB63583->SMALL_LONG+catFloor","Erro ao atualizar item: Request failed with status code 429","Braço Limpador Parabrisa Direito Onix Prisma 52151329 Direito","error"
"MLB5049930120","JOTABÊ AUTOPEÇAS","MLB63548","push-tier","","15","40","40","2000","","","","","15","40","40","2000","cat:MLB63548->MEDIUM_FLAT","","Painel Velocímetro Fiat Uno Strada Palio ","ok"
"MLB5049771308","JOTABÊ AUTOPEÇAS","MLB63583","push-with-catalog-floor","MLB64834511","10","10","50","800","","","59","","10","10","59","800","cat:MLB63583->SMALL_LONG+catFloor","Erro ao atualizar item: Request failed with status code 429","Braço Limpador Parabrisa Direito Onix Prisma 52151329 Direito","error"
"MLB3843302179","JOTABÊ AUTOPEÇAS","MLB192566","push-tier","","10","10","10","300","","","","","10","10","10","300","cat:MLB192566->TINY","","Bico Injetor Fiat Palio Siena Uno Fire 1.0","ok"
"MLB5049974550","JOTABÊ AUTOPEÇAS","MLB412413","push-tier","","15","15","15","600","","","","","15","15","15","600","fallback:SMALL","Erro ao atualizar item: Request failed with status code 429","Acabamento Inferior Painel Ford Ecosport ","error"
"MLB3843418963","JOTABÊ AUTOPEÇAS","MLB22668","push-tier","","10","10","10","300","","","","","10","10","10","300","cat:MLB22668->TINY",""," Bonina Ford Ecosport 1.6","ok"
"MLB3843220857","JOTABÊ AUTOPEÇAS","MLB63583","push-with-catalog-floor","MLB64834511","10","10","50","800","","","59","","10","10","59","800","cat:MLB63583->SMALL_LONG+catFloor","Erro ao atualizar item: Request failed with status code 429","Braço Limpador Parabrisa Direito Onix Prisma 52151329 Direito","error"
"MLB3843367665","JOTABÊ AUTOPEÇAS","MLB115599","push-tier","","10","10","10","300","","","","","10","10","10","300","kw:TINY","Erro ao atualizar item: Request failed with status code 429","Botão Pisca Alerta Gol Voyage Saveiro G5 ","error"
"MLB3846277225","JOTABÊ AUTOPEÇAS","MLB191704","push-tier","","15","15","15","600","","","","","15","15","15","600","kw:SMALL","Erro ao atualizar item: Request failed with status code 429","Reservatório Fluido Freio Strada Original 51948324","error"
"MLB3845913215","JOTABÊ AUTOPEÇAS","MLB269576","push-tier","","25","25","25","2000","","","","","25","25","25","2000","cat:MLB269576->MEDIUM","Erro ao atualizar item: Request failed with status code 429","Defletor Ventoinha Escort 1996 A 2002","error"
"MLB3846390085","JOTABÊ AUTOPEÇAS","MLB277942","push-tier","","25","25","25","2000","","","","","25","25","25","2000","cat:MLB277942->MEDIUM","Erro ao atualizar item: Request failed with status code 429","Montante Manga Eixo Direito Palio 2003","error"
"MLB5049655908","JOTABÊ AUTOPEÇAS","MLB63583","push-tier","","10","10","50","800","","","","","10","10","50","800","cat:MLB63583->SMALL_LONG","","Braço Limpador Esquerdo Parabrisa Ford New Fiesta Esquerdo","ok"
"MLB3843202673","JOTABÊ AUTOPEÇAS","MLB192566","push-tier","","10","10","10","300","","","","","10","10","10","300","cat:MLB192566->TINY","Erro ao atualizar item: Request failed with status code 429","Bico Injetor Fiat Palio Siena 1.0 Fire","error"
"MLB3846396219","JOTABÊ AUTOPEÇAS","MLB277942","push-tier","","25","25","25","2000","","","","","25","25","25","2000","cat:MLB277942->MEDIUM","Erro ao atualizar item: Request failed with status code 429","Montante Manga Eixo Esquerdo Palio Siena 2001 A 2012","error"
"MLB3845258813","JOTABÊ AUTOPEÇAS","MLB194742","push-tier","","15","15","15","600","","","","","15","15","15","600","fallback:SMALL","Erro ao atualizar item: Request failed with status code 429","Acabamento Cabo Marcha Ford Ka 2007 2008 2009 2010 2011","error"
"MLB5056980366","JOTABÊ AUTOPEÇAS","MLB63846","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB63846->SMALL","Erro ao atualizar item: Request failed with status code 429","Retrovisor Manual Direito Onix Prisma 2013 A 2019 Com Detalh","error"
"MLB3846112431","JOTABÊ AUTOPEÇAS","MLB430784","push-tier","","15","15","15","600","","","","","15","15","15","600","fallback:SMALL","Erro ao atualizar item: Request failed with status code 429","Kit Parafuso Volante Motor Argo Mobi 1.0 3cc","error"
"MLB3846368191","JOTABÊ AUTOPEÇAS","MLB373461","push-tier","","15","15","15","600","","","","","15","15","15","600","fallback:SMALL","","Platô Embreagem Fiat Palio Siena 1.0","ok"
"MLB5057023446","JOTABÊ AUTOPEÇAS","MLB63846","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB63846->SMALL","","Retrovisor Esquerdo Volkswagen Gol Voyage ","ok"
"MLB5056922086","JOTABÊ AUTOPEÇAS","MLB22645","push-tier","","30","40","50","5000","","","","","30","40","50","5000","cat:MLB22645->LARGE","","Lanterna Traseira Saveiro G5 2008 2012 Com Detalhes  Direito","ok"
"MLB3847460911","JOTABÊ AUTOPEÇAS","MLB22645","push-tier","","30","40","50","5000","","","","","30","40","50","5000","cat:MLB22645->LARGE","","Lanterna Traseira Esquerda Uno Mille 2004 A 2013 Detalhe","ok"
"MLB5055348596","JOTABÊ AUTOPEÇAS","MLB194761","push-tier","","15","15","15","600","","","","","15","15","15","600","fallback:SMALL","Erro ao atualizar item: Request failed with status code 429","Disco Embreagem Fiat Palio Siena 1.0","error"
"MLB3847561861","JOTABÊ AUTOPEÇAS","MLB456938","push-tier","","15","15","15","600","","","","","15","15","15","600","fallback:SMALL","Erro ao atualizar item: Request failed with status code 429","Ponteira Traseira Direita Volkswagen Saveiro G6","error"
"MLB3847537297","JOTABÊ AUTOPEÇAS","MLB193531","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB193531->SMALL","Erro ao atualizar item: Request failed with status code 429","Reservatório Água Radiador Ford Ka 1997 A 2007 ","error"
"MLB5056953418","JOTABÊ AUTOPEÇAS","MLB63846","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB63846->SMALL","Erro ao atualizar item: Request failed with status code 429","Retrovisor Direito Honda Fit 2009 A 2014 ","error"
"MLB3847515149","JOTABÊ AUTOPEÇAS","MLB22645","push-tier","","30","40","50","5000","","","","","30","40","50","5000","cat:MLB22645->LARGE","Erro ao atualizar item: Request failed with status code 429","Lanterna Direita Fiat Palio Weekend 2012 2013 2014 Detalhe","error"
"MLB3846440383","JOTABÊ AUTOPEÇAS","MLB191713","push-tier","","10","10","50","800","","","","","10","10","50","800","cat:MLB191713->SMALL_LONG","","Guia Suporte Vidro Dianteiro Direito Linea Punto 08/12","ok"
"MLB3851723283","JOTABÊ AUTOPEÇAS","MLB191714","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB191714->SMALL","Erro ao atualizar item: Request failed with status code 429","Máquina Vidro Dianteira Esquerda Bmw X1","error"
"MLB5065572460","JOTABÊ AUTOPEÇAS","MLB101765","push-tier","","30","70","100","18000","","","","","30","70","100","18000","cat:MLB101765->XXLARGE","Erro ao atualizar item: Request failed with status code 429","Tampa Traseira Fiat Palio Fire 2001 A 2005","error"
"MLB3848590285","JOTABÊ AUTOPEÇAS","MLB115598","push-tier","","10","10","10","300","","","","","10","10","10","300","cat:MLB115598->TINY","Erro ao atualizar item: Request failed with status code 429","Moldura Botão Vidro Elétrico Diant Esquerdo Punto 10021136","error"
"MLB3847438681","JOTABÊ AUTOPEÇAS","MLB63846","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB63846->SMALL","","Retrovisor Elétrico Direito Ford Ranger ","ok"
"MLB3849530707","JOTABÊ AUTOPEÇAS","MLB194174","push-tier","","25","25","25","2000","","","","","25","25","25","2000","cat:MLB194174->MEDIUM","Erro ao atualizar item: Request failed with status code 429","Carter Motor Ford Ecosport Fiesta 1.6 2003 A 06","error"
"MLB3849722959","JOTABÊ AUTOPEÇAS","MLB101764","push-tier","","30","50","80","12000","","","","","30","50","80","12000","cat:MLB101764->XLARGE","Erro ao atualizar item: Request failed with status code 429","Moldura Paralama Traseiro Esquerdo Fiat Strada 2015","error"
"MLB5066875050","JOTABÊ AUTOPEÇAS","MLB190976","push-tier","","25","25","25","2000","","","","","25","25","25","2000","cat:MLB190976->MEDIUM","Erro ao atualizar item: Request failed with status code 429","Motor Partida Ka Fiesta Ecosport Courier 1.6 Zetec ","error"
"MLB5058794216","JOTABÊ AUTOPEÇAS","MLB191715","push-tier","","25","25","25","2000","","","","","25","25","25","2000","cat:MLB191715->MEDIUM","","Máquina Vidro Traseiro Direito Citroen C4 Pallas","ok"
"MLB3849750811","JOTABÊ AUTOPEÇAS","MLB278120","push-tier","","25","25","25","2000","","","","","25","25","25","2000","cat:MLB278120->MEDIUM","Erro ao atualizar item: Request failed with status code 429","Caixa Ar Renault Sandero 2017","error"
"MLB5059095954","JOTABÊ AUTOPEÇAS","MLB63846","push-tier","","15","15","15","600","","","","","15","15","15","600","cat:MLB63846->SMALL","Erro ao atualizar item: Request failed with status code 429","Retrovisor Elétrico Direito Hb20 2020 A 2023","error"
